25
40
96,96,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,128,96,96,
96,96,88,88,88,88,174,174,88,88,27,12,12,12,28,88,88,174,174,88,88,88,88,96,96,
96,96,88,88,88,88,174,174,88,88,43,12,12,12,44,88,88,174,174,88,88,88,88,96,96,
96,96,88,88,88,88,174,174,88,88,88,88,88,88,88,88,88,174,174,88,88,88,88,96,96,
96,96,88,88,88,88,174,174,88,88,88,88,88,88,88,88,88,174,174,88,88,88,88,96,96,
96,96,88,88,88,88,88,174,174,88,88,88,88,88,88,88,174,174,88,88,88,88,88,96,96,
96,96,88,88,88,88,88,88,174,174,174,174,174,174,174,174,174,88,88,88,88,88,88,96,96,
96,96,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,96,
96,96,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,96,
96,96,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,96,
96,96,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,96,
96,96,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,96,
127,128,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,127,128,
63,64,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,63,64,
79,80,79,79,80,79,80,79,80,79,80,79,80,79,80,79,80,79,80,79,80,79,80,79,80,
168,167,167,167,167,168,168,168,168,168,168,168,168,183,184,168,168,183,184,168,168,168,168,168,167,
168,168,168,168,167,167,167,167,168,168,167,167,167,199,200,168,168,199,200,168,167,167,167,168,168,
168,168,168,168,168,168,168,167,168,168,167,167,168,168,168,168,167,167,167,167,183,184,168,168,168,
168,183,184,168,168,168,168,168,183,184,167,167,168,168,168,167,167,168,168,168,199,200,168,168,168,
168,199,200,168,168,168,168,168,199,200,167,168,168,168,168,168,168,168,168,172,168,168,168,168,168,
168,168,168,168,168,168,168,168,168,168,168,168,172,168,168,168,168,168,172,168,168,168,168,168,172,
168,168,168,168,168,172,168,172,172,168,168,168,172,172,168,168,168,168,168,168,168,168,168,168,172,
172,168,168,172,172,168,168,172,172,172,168,172,172,172,172,168,168,168,168,168,168,168,168,168,172,
172,168,168,172,172,168,168,168,172,172,168,172,168,187,188,168,168,168,168,183,184,172,168,168,172,
172,172,183,184,172,168,168,172,172,172,172,172,172,203,204,172,168,168,168,199,200,172,168,168,172,
168,172,199,200,188,168,168,172,168,168,172,168,172,172,168,172,172,168,168,168,172,172,172,168,168,
168,168,172,203,204,172,172,172,168,168,172,172,172,172,168,168,172,172,172,172,172,172,172,172,172,
172,172,172,172,172,172,172,172,172,172,172,168,172,172,172,172,187,188,172,168,168,168,172,172,172,
172,172,172,172,168,172,172,172,172,172,168,168,172,172,172,172,203,204,168,168,172,168,172,172,172,
172,172,172,168,168,172,172,187,188,172,168,168,172,172,172,172,172,168,168,172,172,172,172,172,172,
172,172,168,168,172,172,172,203,204,172,172,183,184,168,168,168,168,168,172,172,172,172,172,172,172,
172,172,168,168,168,168,172,172,172,172,172,199,200,172,168,168,168,172,172,172,183,184,172,172,172,
172,172,172,172,168,168,172,172,172,172,168,168,172,172,172,168,172,168,168,168,199,200,172,172,172,
172,172,172,168,168,172,187,188,172,168,168,168,168,172,172,168,168,168,168,172,172,172,172,172,172,
172,172,168,168,172,172,203,204,172,168,168,168,172,168,168,168,168,168,168,172,172,187,188,172,172,
172,172,168,172,172,172,172,172,172,168,168,168,168,168,172,187,188,172,172,172,172,203,204,172,172,
172,172,168,172,172,168,168,168,172,183,184,168,172,172,172,203,204,172,172,172,168,168,172,172,172,
172,172,168,172,172,172,172,168,168,199,200,168,172,172,172,172,172,172,172,172,168,172,172,172,172,
172,172,172,172,172,172,172,172,172,168,168,172,172,172,172,172,172,172,172,172,168,168,172,172,172,
172,172,172,172,172,172,168,168,168,168,168,168,172,172,172,172,172,172,172,172,172,168,168,172,172

